time,close,high,low,open,volumefrom,volumeto
1491350400,1.07,1.08,1.06,1.07,151155.32,161036.85
1491436800,1.06,1.07,1.06,1.07,157390.2,167715.52
1491523200,1.06,1.07,1.06,1.06,138165.76,147081.65
1491609600,1.06,1.07,1.06,1.06,106171.06,112521.85
1491696000,1.06,1.07,1.06,1.06,69531.04,73598.38
1491782400,1.07,1.08,1.06,1.06,181897.62,194039.68
1491868800,1.06,1.08,1.06,1.07,92921.69,98660.77
1491955200,1.06,1.07,1.06,1.06,263682.9,279457.58
1492041600,1.06,1.07,1.06,1.06,162185.98,172413.13
1492128000,1.05,1.07,1.05,1.06,190347.23,200726.89
1492214400,1.06,1.07,1.06,1.05,65305.45,69358.15
1492300800,1.06,1.07,1.05,1.06,78478.21,83378.04
1492387200,1.06,1.07,1.06,1.06,112821.61,120377.54
1492473600,1.07,1.08,1.06,1.06,116008.01,124270.22
1492560000,1.08,1.08,1.07,1.07,102547.54,110224.22
1492646400,1.07,1.08,1.07,1.08,193515.56,208178.32
1492732800,1.08,1.08,1.07,1.07,131420.39,141087.98
1492819200,1.08,1.08,1.07,1.08,99691.25,107236.46
1492905600,1.09,1.09,1.07,1.08,116445.17,125561.12
1492992000,1.08,1.09,1.08,1.09,92733.31,100575.76
1493078400,1.08,1.1,1.08,1.08,95051.04,103136.43
1493164800,1.09,1.09,1.08,1.08,143272.66,155849.12
1493251200,1.1,1.11,1.09,1.09,157330.69,172987.05
1493337600,1.09,1.13,1.08,1.1,237050.21,261070.39
1493424000,1.09,1.1,1.09,1.09,108770.12,118819.43
1493510400,1.1,1.1,1.09,1.09,100221.53,110160.9
1493596800,1.11,1.12,1.1,1.1,174460.32,193164.92
1493683200,1.11,1.13,1.1,1.11,258778.67,286326.31
1493769600,1.08,1.11,1.08,1.11,379309.2,413227.41
1493856000,1.09,1.11,1.08,1.08,755530.51,822643.21
1493942400,1.09,1.11,1.07,1.09,937618.32,1018972.07
1494028800,1.1,1.11,1.09,1.09,264249.29,290632.03
1494115200,1.09,1.12,1.07,1.1,940144.08,1030747.98
1494201600,1.09,1.1,1.06,1.09,1557044.27,1689265.7
1494288000,1.07,1.1,1.06,1.09,872507.79,942547.61
1494374400,1.08,1.09,1.07,1.07,483545.86,523033.29
1494460800,1.08,1.09,1.07,1.08,335248.89,361668.98
1494547200,1.08,1.09,1.07,1.08,485282.95,526306.61
1494633600,1.08,1.09,1.08,1.08,238598.73,258086.98
1494720000,1.08,1.09,1.07,1.08,231756,249532.67
1494806400,1.08,1.09,1.07,1.08,772327.91,835276.53
1494892800,1.08,1.09,1.07,1.08,1240041.08,1341555.3
1494979200,1.09,1.1,1.06,1.08,1454353.39,1582236.06
1495065600,1.1,1.1,1.08,1.09,752406.48,820770.61
1495152000,1.11,1.12,1.09,1.1,485148.63,537389.43
1495238400,1.12,1.12,1.1,1.11,706510.69,786119.51
1495324800,1.12,1.13,1.11,1.12,425270.21,476275.02
1495411200,1.12,1.16,1.1,1.12,1815164.55,2044802.57
1495497600,1.13,1.14,1.12,1.12,737834.96,831066.5
1495584000,1.14,1.14,1.12,1.13,1345890.62,1514269.63
1495670400,1.13,1.16,1.09,1.14,2286790.17,2575439.24
1495756800,1.12,1.14,1.1,1.13,1413549.46,1572236.23
1495843200,1.1,1.12,1.05,1.12,1610121.98,1759207.58
1495929600,1.1,1.12,1.08,1.08,478120.59,530740.56
1496016000,1.11,1.14,1.09,1.1,1238170.64,1393684.65
1496102400,1.1,1.12,1.09,1.11,1374404.1,1524459.73
1496188800,1.11,1.12,1.09,1.1,891631.55,987673.8
